case_id,dispute_amount,dispute_reason,days_since_order,order_exists,invoice_exists,payment_confirmed,delivery_status,tracking_number_present,customer_communication,refund_status,customer_prior_dispute_count,outcome
CB-1668,3870.51,unauthorized_transaction,68,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1669,5617.56,unauthorized_transaction,16,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1670,2452.36,unauthorized_transaction,38,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1671,8855.28,not_as_described,32,True,True,True,delivered_confirmed,True,no_contact,no_refund,3,won
CB-1672,68865.15,not_as_described,16,True,True,True,unknown,False,acknowledged_receipt,no_refund,0,won
CB-1673,51442.26,not_as_described,29,True,True,True,delivered_confirmed,True,complained_before,no_refund,1,won
CB-1674,623.62,unauthorized_transaction,10,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,won
CB-1675,565.87,unauthorized_transaction,40,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1676,13544.74,not_as_described,38,True,True,True,delivered_confirmed,True,complained_before,no_refund,2,won
CB-1677,15899.5,duplicate_charge,26,True,True,True,delivered_confirmed,True,complained_before,full_refund,1,lost
CB-1678,19202.24,unauthorized_transaction,15,True,True,True,delivered_unconfirmed,True,acknowledged_receipt,partial_refund,0,won
CB-1679,2895.63,item_not_received,36,True,True,True,not_delivered,True,complained_before,partial_refund,2,lost
CB-1680,27642.32,unauthorized_transaction,25,True,True,True,delivered_confirmed,False,no_contact,no_refund,1,won
CB-1681,7318.36,unauthorized_transaction,30,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1682,64899.13,unauthorized_transaction,53,True,True,True,unknown,False,acknowledged_receipt,no_refund,0,won
CB-1683,18347.19,duplicate_charge,40,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,3,won
CB-1684,65048.68,item_not_received,38,True,True,True,unknown,False,no_contact,no_refund,2,lost
CB-1685,54148.49,item_not_received,22,True,True,True,delivered_confirmed,False,complained_before,no_refund,0,won
CB-1686,2261.47,item_not_received,23,True,True,True,unknown,False,acknowledged_receipt,no_refund,0,lost
CB-1687,2329.11,item_not_received,19,True,True,True,delivered_confirmed,False,acknowledged_receipt,partial_refund,1,lost
CB-1688,15365.75,item_not_received,21,False,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1689,65724.3,duplicate_charge,36,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1690,65393.16,not_as_described,12,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1691,72064.84,not_as_described,23,True,True,True,delivered_confirmed,True,no_contact,no_refund,1,won
CB-1692,14985.59,item_not_received,32,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,won
CB-1693,2372.29,unauthorized_transaction,37,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1694,933.43,item_not_received,8,True,True,True,delivered_confirmed,False,no_contact,no_refund,0,won
CB-1695,55755.61,not_as_described,18,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,won
CB-1696,2243.65,not_as_described,25,True,True,True,delivered_confirmed,False,complained_before,partial_refund,0,won
CB-1697,48282.09,unauthorized_transaction,16,True,True,True,delivered_confirmed,True,complained_before,no_refund,1,won
CB-1698,15048.39,item_not_received,30,True,True,True,delivered_confirmed,False,acknowledged_receipt,no_refund,0,won
CB-1699,2055.42,not_as_described,31,True,True,True,unknown,False,acknowledged_receipt,no_refund,0,won
CB-1700,3943.23,item_not_received,19,True,True,True,delivered_confirmed,True,complained_before,no_refund,1,won
CB-1701,10000.29,not_as_described,43,True,True,True,delivered_unconfirmed,True,acknowledged_receipt,no_refund,0,won
CB-1702,2291.99,not_as_described,15,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,won
CB-1703,31886.25,item_not_received,24,True,True,True,not_delivered,True,no_contact,no_refund,5,won
CB-1704,33404.75,item_not_received,53,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1705,6308.53,item_not_received,44,True,True,True,delivered_unconfirmed,True,complained_before,partial_refund,0,won
CB-1706,594.46,item_not_received,29,True,True,True,unknown,False,no_contact,no_refund,0,won
CB-1707,5344.28,not_as_described,20,True,True,True,delivered_confirmed,True,no_contact,full_refund,0,won
CB-1708,60224.93,duplicate_charge,32,True,True,True,delivered_confirmed,True,acknowledged_receipt,partial_refund,1,won
CB-1709,506.14,item_not_received,37,True,True,True,not_delivered,False,no_contact,partial_refund,1,won
CB-1710,3684.73,item_not_received,12,True,True,True,unknown,False,complained_before,partial_refund,0,lost
CB-1711,25338.53,unauthorized_transaction,25,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1712,79768.71,item_not_received,50,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1713,8346.8,unauthorized_transaction,32,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1714,13907.54,item_not_received,23,True,True,True,not_delivered,True,no_contact,no_refund,0,lost
CB-1715,2306.15,unauthorized_transaction,12,True,True,True,delivered_unconfirmed,True,acknowledged_receipt,no_refund,2,won
CB-1716,133690.88,duplicate_charge,34,True,True,True,unknown,False,acknowledged_receipt,full_refund,0,lost
CB-1717,38590.39,duplicate_charge,31,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,won
CB-1718,2608.33,unauthorized_transaction,26,True,True,False,delivered_unconfirmed,True,no_contact,partial_refund,1,won
CB-1719,19833.26,item_not_received,11,True,True,True,delivered_unconfirmed,True,complained_before,partial_refund,0,won
CB-1720,33628.95,item_not_received,48,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1721,34924.6,item_not_received,15,True,True,True,unknown,False,complained_before,no_refund,3,won
CB-1722,16531.55,not_as_described,28,True,True,True,delivered_confirmed,True,complained_before,partial_refund,0,won
CB-1723,2433.26,not_as_described,11,True,True,True,not_delivered,True,no_contact,no_refund,0,lost
CB-1724,1182.7,item_not_received,12,True,True,True,unknown,False,acknowledged_receipt,no_refund,0,won
CB-1725,1250.08,item_not_received,44,True,True,False,delivered_confirmed,True,acknowledged_receipt,full_refund,0,won
CB-1726,12990.37,item_not_received,54,True,True,True,not_delivered,True,complained_before,no_refund,0,won
CB-1727,627.83,duplicate_charge,30,True,True,True,unknown,False,no_contact,full_refund,0,lost
CB-1728,56174.53,not_as_described,22,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1729,945.58,unauthorized_transaction,9,True,True,True,unknown,False,acknowledged_receipt,no_refund,2,won
CB-1730,1184.68,not_as_described,19,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1731,19683.41,item_not_received,35,True,True,True,delivered_unconfirmed,True,acknowledged_receipt,no_refund,1,won
CB-1732,7799.55,not_as_described,24,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1733,1631.41,unauthorized_transaction,43,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1734,2813.86,item_not_received,26,True,False,True,not_delivered,True,acknowledged_receipt,no_refund,0,won
CB-1735,2068.44,duplicate_charge,46,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,won
CB-1736,73761.7,item_not_received,30,True,False,True,delivered_unconfirmed,True,no_contact,partial_refund,0,won
CB-1737,8718.27,not_as_described,13,True,True,False,delivered_confirmed,True,acknowledged_receipt,no_refund,1,won
CB-1738,56205.05,item_not_received,64,True,True,True,not_delivered,False,no_contact,no_refund,0,won
CB-1739,12299.48,item_not_received,16,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1740,42894.46,unauthorized_transaction,22,True,True,True,unknown,False,acknowledged_receipt,no_refund,0,won
CB-1741,53330.54,not_as_described,30,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1742,48876.57,not_as_described,31,True,False,True,unknown,False,no_contact,no_refund,0,lost
CB-1743,27337.32,unauthorized_transaction,62,True,True,True,not_delivered,True,acknowledged_receipt,no_refund,0,won
CB-1744,1216.65,unauthorized_transaction,39,True,True,True,not_delivered,True,complained_before,partial_refund,1,won
CB-1745,2461.1,not_as_described,43,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,lost
CB-1746,68338.22,item_not_received,52,True,True,True,delivered_confirmed,False,acknowledged_receipt,no_refund,3,won
CB-1747,1879.45,item_not_received,23,True,True,True,not_delivered,False,complained_before,no_refund,2,lost
CB-1748,1452.77,not_as_described,31,True,True,False,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1749,41551.6,not_as_described,8,True,True,True,unknown,False,complained_before,no_refund,1,won
CB-1750,17161.97,not_as_described,34,True,True,True,not_delivered,True,complained_before,no_refund,0,won
CB-1751,1756.32,item_not_received,26,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,1,won
CB-1752,18761.97,duplicate_charge,27,True,True,True,delivered_confirmed,True,complained_before,full_refund,5,won
CB-1753,2223.91,item_not_received,9,True,True,True,delivered_confirmed,True,acknowledged_receipt,partial_refund,0,won
CB-1754,2362.83,item_not_received,58,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1755,8226.86,duplicate_charge,40,True,True,True,delivered_confirmed,True,complained_before,full_refund,1,won
CB-1756,70347.3,duplicate_charge,11,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,lost
CB-1757,818.55,not_as_described,16,True,True,True,delivered_unconfirmed,True,no_contact,partial_refund,2,won
CB-1758,20339.13,duplicate_charge,59,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1759,12684.98,item_not_received,19,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1760,75171.84,not_as_described,17,True,True,True,delivered_confirmed,True,complained_before,partial_refund,0,won
CB-1761,53808.23,item_not_received,20,True,True,True,unknown,True,no_contact,partial_refund,1,won
CB-1762,107863.02,item_not_received,22,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1763,1900.95,item_not_received,28,True,True,True,delivered_confirmed,True,acknowledged_receipt,partial_refund,1,won
CB-1764,48672.64,item_not_received,16,True,True,True,unknown,False,no_contact,partial_refund,5,won
CB-1765,746.09,duplicate_charge,18,True,True,True,delivered_confirmed,True,no_contact,partial_refund,0,won
CB-1766,44964.21,item_not_received,12,True,True,True,unknown,False,no_contact,no_refund,0,lost
CB-1767,623.23,not_as_described,29,True,True,True,delivered_confirmed,False,no_contact,partial_refund,0,won
CB-1768,26001.9,item_not_received,10,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,2,won
CB-1769,1830.39,item_not_received,21,True,True,True,not_delivered,False,acknowledged_receipt,no_refund,3,won
CB-1770,4360.55,item_not_received,22,True,True,True,unknown,False,no_contact,full_refund,0,won
CB-1771,30472.75,item_not_received,11,True,True,False,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1772,52633.62,unauthorized_transaction,7,True,True,True,delivered_confirmed,True,complained_before,partial_refund,0,won
CB-1773,136592.22,item_not_received,28,True,True,True,not_delivered,False,no_contact,no_refund,0,lost
CB-1774,13995.7,duplicate_charge,25,True,False,True,delivered_confirmed,True,complained_before,no_refund,3,won
CB-1775,3407.34,unauthorized_transaction,21,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1776,2622.68,not_as_described,29,True,True,True,delivered_confirmed,True,complained_before,full_refund,1,won
CB-1777,1566.38,item_not_received,18,True,True,True,unknown,True,complained_before,no_refund,1,won
CB-1778,19556.99,item_not_received,44,True,False,True,delivered_unconfirmed,True,complained_before,no_refund,0,lost
CB-1779,4743.94,unauthorized_transaction,15,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1780,2183.48,not_as_described,9,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1781,53204.0,item_not_received,9,True,True,False,not_delivered,False,acknowledged_receipt,no_refund,0,lost
CB-1782,10028.08,item_not_received,17,True,True,True,delivered_unconfirmed,True,complained_before,full_refund,0,lost
CB-1783,1232.09,not_as_described,8,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1784,148825.12,not_as_described,11,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1785,1875.74,item_not_received,50,False,True,True,delivered_unconfirmed,False,no_contact,partial_refund,0,lost
CB-1786,16235.4,unauthorized_transaction,21,True,True,True,delivered_unconfirmed,True,no_contact,full_refund,0,lost
CB-1787,3669.63,item_not_received,27,True,True,True,unknown,False,complained_before,no_refund,1,won
CB-1788,19827.75,item_not_received,39,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1789,49464.08,not_as_described,28,True,False,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1790,8335.95,not_as_described,50,True,True,True,unknown,False,no_contact,no_refund,0,lost
CB-1791,2780.16,item_not_received,17,False,False,True,delivered_confirmed,True,acknowledged_receipt,no_refund,1,won
CB-1792,2154.79,not_as_described,14,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1793,28717.5,not_as_described,26,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1794,65055.7,item_not_received,11,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,lost
CB-1795,2206.86,duplicate_charge,52,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,1,won
CB-1796,85019.74,item_not_received,36,False,False,True,unknown,False,no_contact,no_refund,0,lost
CB-1797,19624.23,item_not_received,14,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,4,lost
CB-1798,8638.73,item_not_received,29,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,5,won
CB-1799,20924.91,unauthorized_transaction,42,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,5,won
CB-1800,841.74,not_as_described,39,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1801,33185.02,item_not_received,21,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1802,20992.37,item_not_received,27,True,False,True,unknown,False,no_contact,no_refund,4,lost
CB-1803,10957.43,duplicate_charge,11,True,True,True,delivered_unconfirmed,True,acknowledged_receipt,partial_refund,0,won
CB-1804,1283.51,item_not_received,18,True,True,True,delivered_confirmed,True,complained_before,full_refund,0,won
CB-1805,13929.83,unauthorized_transaction,20,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,2,won
CB-1806,18337.3,item_not_received,30,True,True,True,delivered_confirmed,False,no_contact,no_refund,0,won
CB-1807,9593.37,item_not_received,41,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,3,won
CB-1808,10237.95,item_not_received,29,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,won
CB-1809,71974.02,unauthorized_transaction,46,True,True,True,unknown,False,acknowledged_receipt,no_refund,0,won
CB-1810,32102.27,item_not_received,35,True,True,True,not_delivered,False,acknowledged_receipt,no_refund,0,lost
CB-1811,44713.85,unauthorized_transaction,34,True,True,False,delivered_confirmed,True,acknowledged_receipt,no_refund,1,won
CB-1812,1637.63,item_not_received,35,True,True,True,not_delivered,True,complained_before,no_refund,0,lost
CB-1813,39275.31,item_not_received,16,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,1,won
CB-1814,6577.15,not_as_described,14,True,True,True,delivered_confirmed,True,no_contact,no_refund,1,won
CB-1815,76154.34,item_not_received,50,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1816,12357.32,item_not_received,18,True,True,True,delivered_confirmed,True,acknowledged_receipt,partial_refund,2,won
CB-1817,54182.47,item_not_received,27,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,2,won
CB-1818,6171.59,unauthorized_transaction,44,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1819,32800.79,item_not_received,30,True,True,True,not_delivered,False,complained_before,partial_refund,0,won
CB-1820,1440.37,not_as_described,14,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1821,111843.46,item_not_received,27,True,True,True,delivered_unconfirmed,False,no_contact,no_refund,0,won
CB-1822,3898.02,unauthorized_transaction,7,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,won
CB-1823,5459.13,not_as_described,33,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1824,6269.83,item_not_received,27,True,True,True,unknown,False,acknowledged_receipt,no_refund,0,won
CB-1825,51650.87,item_not_received,33,True,True,True,unknown,False,complained_before,no_refund,1,lost
CB-1826,1962.34,not_as_described,33,True,False,True,delivered_confirmed,True,complained_before,no_refund,1,won
CB-1827,11305.54,item_not_received,21,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1828,73237.46,item_not_received,20,True,True,True,delivered_unconfirmed,True,no_contact,partial_refund,0,won
CB-1829,88158.12,unauthorized_transaction,5,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1830,13743.85,unauthorized_transaction,46,True,True,True,delivered_unconfirmed,True,acknowledged_receipt,no_refund,0,won
CB-1831,2389.2,item_not_received,28,True,True,True,not_delivered,False,complained_before,no_refund,1,lost
CB-1832,40545.97,duplicate_charge,18,True,True,True,delivered_unconfirmed,True,complained_before,full_refund,1,won
CB-1833,129603.43,item_not_received,15,True,True,True,unknown,False,acknowledged_receipt,no_refund,0,won
CB-1834,4274.05,item_not_received,33,True,True,True,unknown,True,no_contact,no_refund,0,won
CB-1835,147593.8,item_not_received,27,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,4,won
CB-1836,77197.54,not_as_described,23,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1837,10550.45,not_as_described,20,True,True,True,delivered_confirmed,True,complained_before,full_refund,0,won
CB-1838,19980.36,not_as_described,25,True,True,True,delivered_unconfirmed,True,acknowledged_receipt,full_refund,0,won
CB-1839,12528.05,duplicate_charge,14,True,True,True,delivered_unconfirmed,True,no_contact,full_refund,3,won
CB-1840,1709.98,unauthorized_transaction,27,True,True,True,delivered_confirmed,True,no_contact,full_refund,0,won
CB-1841,1654.15,item_not_received,14,True,True,True,unknown,False,acknowledged_receipt,no_refund,0,won
CB-1842,12890.45,not_as_described,31,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1843,6442.14,not_as_described,30,True,False,True,delivered_confirmed,False,acknowledged_receipt,full_refund,0,lost
CB-1844,780.68,unauthorized_transaction,26,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1845,28416.03,not_as_described,41,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1846,33162.08,unauthorized_transaction,18,True,True,True,delivered_confirmed,True,complained_before,partial_refund,0,won
CB-1847,147123.32,unauthorized_transaction,17,True,True,False,delivered_unconfirmed,True,acknowledged_receipt,no_refund,0,won
CB-1848,50274.62,duplicate_charge,41,True,True,True,delivered_confirmed,False,acknowledged_receipt,partial_refund,0,won
CB-1849,41622.69,item_not_received,22,True,True,True,delivered_confirmed,True,complained_before,partial_refund,0,won
CB-1850,34215.67,not_as_described,20,True,True,True,delivered_confirmed,True,complained_before,no_refund,1,won
CB-1851,1233.7,item_not_received,19,True,True,True,delivered_confirmed,True,no_contact,no_refund,3,won
CB-1852,19299.37,unauthorized_transaction,18,True,True,True,delivered_unconfirmed,True,complained_before,partial_refund,1,won
CB-1853,7000.53,not_as_described,9,True,True,True,delivered_confirmed,True,complained_before,full_refund,1,won
CB-1854,1792.0,item_not_received,45,True,True,True,unknown,False,complained_before,no_refund,0,lost
CB-1855,4756.11,item_not_received,40,True,True,True,delivered_unconfirmed,True,acknowledged_receipt,no_refund,0,won
CB-1856,92788.64,item_not_received,42,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1857,10416.92,not_as_described,20,True,True,True,delivered_confirmed,True,no_contact,no_refund,5,won
CB-1858,1143.53,item_not_received,11,True,True,True,not_delivered,False,no_contact,no_refund,0,lost
CB-1859,12641.8,unauthorized_transaction,25,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1860,659.57,item_not_received,29,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1861,1362.18,not_as_described,22,True,True,True,delivered_confirmed,False,complained_before,no_refund,3,won
CB-1862,76008.37,item_not_received,31,True,True,True,delivered_confirmed,True,acknowledged_receipt,partial_refund,0,won
CB-1863,19318.78,item_not_received,31,True,True,True,not_delivered,True,no_contact,no_refund,0,lost
CB-1864,2461.28,not_as_described,44,True,False,True,unknown,False,complained_before,no_refund,0,lost
CB-1865,17338.49,item_not_received,12,True,True,True,delivered_confirmed,True,complained_before,no_refund,2,won
CB-1866,2041.78,item_not_received,61,True,True,True,delivered_confirmed,True,no_contact,no_refund,2,won
CB-1867,15052.22,item_not_received,13,True,True,True,not_delivered,True,complained_before,no_refund,3,won
CB-1868,3788.01,not_as_described,36,True,True,True,delivered_confirmed,True,complained_before,partial_refund,1,won
CB-1869,4414.7,duplicate_charge,9,True,True,True,delivered_unconfirmed,True,complained_before,partial_refund,2,won
CB-1870,33151.06,not_as_described,47,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1871,1786.92,item_not_received,43,True,True,True,delivered_unconfirmed,False,no_contact,no_refund,0,lost
CB-1872,12143.24,unauthorized_transaction,21,True,True,True,delivered_confirmed,True,complained_before,no_refund,3,won
CB-1873,1092.83,item_not_received,36,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1874,3313.38,item_not_received,50,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1875,583.9,not_as_described,36,True,True,True,delivered_confirmed,False,no_contact,no_refund,0,won
CB-1876,14244.49,unauthorized_transaction,20,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,1,won
CB-1877,14590.55,item_not_received,47,True,True,True,not_delivered,True,complained_before,no_refund,0,won
CB-1878,71693.86,item_not_received,40,True,True,False,delivered_unconfirmed,True,no_contact,no_refund,0,lost
CB-1879,1933.06,duplicate_charge,44,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,3,won
CB-1880,62714.22,unauthorized_transaction,16,True,True,True,delivered_confirmed,False,no_contact,no_refund,0,won
CB-1881,1892.23,unauthorized_transaction,28,True,True,True,delivered_confirmed,True,no_contact,full_refund,5,won
CB-1882,1295.33,duplicate_charge,31,True,True,True,not_delivered,True,no_contact,no_refund,0,won
CB-1883,2982.04,not_as_described,46,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1884,1704.21,item_not_received,30,True,True,True,delivered_unconfirmed,True,acknowledged_receipt,no_refund,1,won
CB-1885,44331.27,not_as_described,33,True,False,True,delivered_confirmed,True,complained_before,no_refund,1,won
CB-1886,1132.08,not_as_described,20,True,True,False,delivered_confirmed,False,no_contact,partial_refund,0,won
CB-1887,1489.85,item_not_received,31,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1888,1117.94,duplicate_charge,22,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1889,47813.13,unauthorized_transaction,11,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1890,2673.65,item_not_received,24,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1891,16301.51,item_not_received,36,True,True,True,delivered_unconfirmed,True,no_contact,full_refund,0,won
CB-1892,2797.45,not_as_described,18,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,1,lost
CB-1893,1137.2,unauthorized_transaction,27,True,True,True,unknown,True,no_contact,no_refund,1,lost
CB-1894,15691.63,unauthorized_transaction,13,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1895,24211.8,duplicate_charge,43,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1896,1568.54,not_as_described,16,False,False,False,delivered_unconfirmed,False,no_contact,no_refund,0,lost
CB-1897,18869.53,item_not_received,46,True,False,True,not_delivered,False,complained_before,no_refund,1,lost
CB-1898,8646.95,item_not_received,27,True,True,True,delivered_confirmed,False,complained_before,no_refund,0,won
CB-1899,17654.3,item_not_received,16,True,True,True,delivered_confirmed,True,complained_before,no_refund,1,won
CB-1900,19687.38,unauthorized_transaction,35,True,True,True,delivered_confirmed,False,acknowledged_receipt,full_refund,0,won
CB-1901,1963.79,item_not_received,36,True,True,True,delivered_unconfirmed,True,no_contact,no_refund,0,won
CB-1902,5292.87,item_not_received,39,True,True,True,delivered_confirmed,True,acknowledged_receipt,partial_refund,0,won
CB-1903,6799.48,unauthorized_transaction,51,True,True,False,not_delivered,False,complained_before,no_refund,1,lost
CB-1904,6057.42,item_not_received,17,True,True,True,delivered_confirmed,True,complained_before,no_refund,1,won
CB-1905,549.7,not_as_described,11,True,True,False,delivered_confirmed,True,complained_before,full_refund,1,lost
CB-1906,1258.7,unauthorized_transaction,33,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1907,2964.9,item_not_received,12,True,True,True,not_delivered,False,no_contact,no_refund,0,lost
CB-1908,8250.34,item_not_received,7,True,True,True,not_delivered,False,complained_before,no_refund,0,lost
CB-1909,2098.48,unauthorized_transaction,39,True,True,True,unknown,False,no_contact,no_refund,0,won
CB-1910,11036.02,item_not_received,18,True,True,True,delivered_confirmed,True,no_contact,partial_refund,2,won
CB-1911,735.56,item_not_received,8,True,True,True,delivered_unconfirmed,False,complained_before,no_refund,0,won
CB-1912,673.98,item_not_received,16,True,True,True,unknown,False,no_contact,no_refund,0,lost
CB-1913,628.89,duplicate_charge,22,True,True,True,delivered_confirmed,True,complained_before,partial_refund,1,won
CB-1914,12170.38,not_as_described,28,True,True,True,delivered_unconfirmed,True,no_contact,partial_refund,4,won
CB-1915,2515.52,unauthorized_transaction,26,True,True,True,delivered_confirmed,True,complained_before,full_refund,0,won
CB-1916,74959.52,item_not_received,43,True,True,True,not_delivered,False,no_contact,no_refund,0,lost
CB-1917,5921.19,item_not_received,33,True,True,True,not_delivered,False,no_contact,no_refund,1,lost
CB-1918,2649.63,unauthorized_transaction,61,True,True,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1919,4429.87,item_not_received,24,True,True,True,delivered_confirmed,True,acknowledged_receipt,no_refund,0,won
CB-1920,622.1,unauthorized_transaction,20,True,True,True,delivered_unconfirmed,False,no_contact,no_refund,0,won
CB-1921,785.29,item_not_received,18,True,True,False,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1922,1641.28,item_not_received,20,True,True,False,delivered_confirmed,True,no_contact,full_refund,1,won
CB-1923,19817.36,unauthorized_transaction,30,True,True,True,not_delivered,False,no_contact,partial_refund,1,won
CB-1924,55167.22,item_not_received,41,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,1,won
CB-1925,18754.12,item_not_received,16,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1926,16597.1,not_as_described,30,True,True,True,delivered_confirmed,False,acknowledged_receipt,full_refund,0,won
CB-1927,62414.66,item_not_received,28,True,False,True,delivered_confirmed,True,no_contact,no_refund,1,won
CB-1928,1561.08,item_not_received,16,True,True,True,delivered_unconfirmed,True,no_contact,partial_refund,0,won
CB-1929,6315.51,item_not_received,23,True,False,True,delivered_confirmed,True,no_contact,no_refund,0,won
CB-1930,79601.65,item_not_received,37,True,True,True,unknown,False,complained_before,no_refund,0,won
CB-1931,3678.85,unauthorized_transaction,21,True,True,True,delivered_confirmed,True,no_contact,no_refund,1,won
CB-1932,18337.74,item_not_received,16,True,True,True,delivered_confirmed,False,complained_before,partial_refund,1,won
CB-1933,1737.28,not_as_described,20,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,won
CB-1934,19701.61,item_not_received,18,True,True,True,delivered_confirmed,True,complained_before,no_refund,0,won
CB-1935,11922.91,not_as_described,14,True,True,True,delivered_unconfirmed,True,complained_before,no_refund,0,won
